Title,Published Date,Type,Link,Authors,Abstract
Weathering words: a virtual reality study of environmental influence on reading dynamics,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1433781/full,"Francisco Rocabado, Laís Muntini, Jorge González Alonso, Jon Andoni Duñabeitia,","Introduction:Reading is a fundamental cognitive activity that is influenced by both textual and external environmental factors, although the latter has been less thoroughly explored. This study aims to examine the impact of environmental visual conditions on reading performance using Virtual Reality (VR) technology."
Do emotional demands and exhaustion affect work engagement? The mediating role of mindfulness,14 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1432328/full,"Merve Karahan Kaplan, Gözde Bozkurt, Bumin Çağatay Aksu, Serdar Bozkurt, Ayşe Günsel, Gülşah Gencer Çelik","Aim:The current paper seeks to elucidate the interrelationships among emotional demands (ED), emotional exhaustion (EE), mindfulness, and work engagement (WE), with an explanation of the mediating role of mindfulness within indicated relationships."
Being a Pakistani mother in Catalonia: A mixed methods study.,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1386029/full,"MARYAM EL KHAYAT, Magda Rivero, M. Teresa Anguera",Abstract not available.
To save the saver: facilitating school counselors’ occupational well-being through multi-dimensional support and basic psychological needs,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1475931/full,"Lina Feng, Yi Liu, Haoyan Huang","School counselors play an increasingly crucial role in protecting students’ mental health. However, many of them have experienced poor well-being in their occupations, which undermines their efficacy in mental protection. To identify the most significant well-being facilitators, this study examined associations between school counselors’ occupational well-being and situational, inter-individual and intra-individual supports, as well as further explored their dynamics. A total of 1,443 Chinese school counselors (66.6% part-time) from a regionally representative dataset were selected, and their work engagement, pressure and satisfaction were surveyed as well-being indicators. Dominance analysis revealed that (1) organizational support and occupational empowerment were consistently robust facilitators for most psychological needs and well-being indicators, (2) students were the most critical supporters for occupational well-being, particularly for part-time counselors; and (3) autonomy and competence were more central needs than relatedness in transferring supports to occupational well-being. Findings implied the most effective strategies to benefit school counselors’ occupational well-being, both in general and across different work cohorts."
The effect of grit on L2 willingness to communicate among Chinese junior high school students: an analysis of the differential roles of foreign language enjoyment and anxiety,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1468464/full,Gengchun Li,"With the burgeoning research on positive psychology, grit has gradually attracted scholarly attention in the field of L2 acquisition, and it has been shown to be a significant positive predictor of L2 achievements and outcomes. However, despite being an important factor in L2 acquisition, grit has rarely been incorporated as a research variable in prior research on willingness to communicate in a second language (L2 WTC), especially among Chinese teenagers who find themselves in a foundational stage of developing their L2 communicative competence. Based on a survey among 238 Chinese junior high school students, this study analyzed the effect of their grit on their L2 WTC, and explored the differential roles of foreign language enjoyment (FLE) and anxiety (FLA) in their interactions. The results revealed that: (1) perseverance of effort (PE), consistency of interest (CI) and FLE had significantly positive correlations with L2 WTC, whereas FLA was found to have a significantly negative correlation with L2 WTC; (2) PE and CI served as significant positive predictors of L2 WTC; (3) FLE mediated the interactions between PE and L2 WTC and between CI and L2 WTC, while the mediating effects of FLA were found to be statistically non-significant. The findings can provide theoretical implications for furthering L2 WTC research, as well as practical reference for its development among Chinese junior high school students."
Primus inter pares effect in high schools,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1382062/full,"Denis Dizdarević, Robert Leskovar, Goran Vukovič","Primus inter pareseffect or better-than-average effect is cognitive bias known as illusory superiority in which individuals overestimate their positive abilities and traits in comparison to others. Overestimation and bias are often accompanied with various dangers on a personal, organizational or even societal level. We investigated the presence of overestimation among high school graduates in Slovenia in areas of teamwork, interpersonal skills, emotional intelligence, problem solving, and decision making. Although overestimation was present in all areas, results have also shown indications of indecisiveness. Overestimation was highest in the area of interpersonal skills, which is more of a social skill area in comparison with decision making or problem solving. Individuals probably receive more feedback over the course of high school in decision making, problem solving, and teamwork than in interpersonal skills, as those can directly impact grades while interpersonal skills less so."
Exploring career interest and STEM self-efficacy: implications for promoting gender equity,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1402933/full,"Niam Yamani, Hiya Almazroa","This study explores the relationship between career interests and self-efficacy in Science, Technology, Engineering, and Mathematics (STEM) among young girls in Riyadh, Saudi Arabia. Employing a quantitative research design with a correlational approach, we utilize the S-STEM survey to measure changes in students’ STEM subject efficacy and their interest in STEM careers. Our sample comprises 671 middle and high school female students from 49 schools, representing a diverse cross-section of the population. The findings indicate that female students exhibit high levels of STEM self-efficacy and have a strong preference for medicine as a career choice. While the overall interest in STEM careers among students is moderate, there are notable variations in interest across different STEM fields. Importantly, a positive and significant correlation was observed between female students’ interest in STEM careers and their self-efficacy in STEM. This research holds important implications for the promotion of STEM education and careers among female students. By recognizing the unique context of Saudi Arabia and the perspectives of young girls in Riyadh, this study offers a fresh perspective on the factors influencing STEM career aspirations and highlights the importance of fostering self-efficacy beliefs among female students."
Time pressure effects on decision-making in intertemporal loss scenarios: an eye-tracking study,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1451674/full,"Yan-Bang Zhou, Shun-Jie Ruan, Kun Zhang, Qing Bao, Hong-Zhi Liu,","This study utilized eye-tracking techniques to investigate decision-making behavior in intertemporal loss scenarios under both time pressure and no time pressure conditions. Results revealed shorter decision-making times and decreased large later (LL) option selection frequency under time pressure. Participants under time pressure exhibited reduced Mean Fixation Duration (MFD) and Search Measure (SM) values, indicating altered information processing. Mediation analyses confirmed that task choice outcomes were influenced by SM and MFD, suggesting a shift towards heuristic decision-making under time pressure."
Exploring generative AI in higher education: a RAG system to enhance student engagement with scientific literature,11 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1474892/full,"Dominik Thüs, Sarah Malone, Roland Brünken","Introduction:This study explores the implementation and evaluation of OwlMentor, an AI-powered learning environment designed to assist university students in comprehending scientific texts. OwlMentor was developed participatorily and then integrated into a course, with development and evaluation taking place over two semesters. It offers features like document-based chats, automatic question generation, and quiz creation."
Systematic Observation of Participatory Interaction in University Lectures: A Multiple-Case Study with Mixed Methods Approach,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1410486/full,"Hector Tronchoni, Conrad Izquierdo, M. Teresa Anguera",Abstract not available.
"Transdiagnostic Mechanisms of Mental Health During the COVID-19 Pandemic: Associations of Childhood Trauma, Maladaptive Personality Traits, Emotion Regulation, Mentalizing, and Pandemic-Related Distress",10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1427469/full,"Julia Holl, Anna Berning, Laura Kling, Svenja Taubner, Anna K. Georg, Jana Volkert",Abstract not available.
Dimension-Based Retro-Cue Benefit in Working Memory Does Not Require Unfocused Dimension Removal,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1433405/full,"Ruyi Liu, Lijing Guo, Xiaoshu Lin, Dan Nie, Piia Astikainen, Chaoxiong Ye",Abstract not available.
A mixed-methods evaluation of a longitudinal primary–secondary school transitions support intervention,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1252851/full,"Charlotte Louise Bagnall, Elizabeth Stevenson, Darel Cookson, Frederick Jones, Nicholas James Garnett","Introduction:Primary–secondary school transitions are critical transitions for children that can be emotionally demanding longitudinal experiences, which can positively and negatively impact future emotional wellbeing and mental health. However, interventions that have been developed to reduce the negative outcomes children commonly experience are limited in number, sustainability, and reach and rely on a cross-sectional approach, as opposed to longitudinal evaluations. The current study evaluatesTransitions 5–7, a universal, class-based 9-week intervention to develop children’s awareness and ability to cope with the multiple changes experienced over primary–secondary school transitions."
Increased self-regulation of eating behavior is associated with reduced generalized anxiety disorder in Saudi Arabia,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1480812/full,Mai Adil Ghabashi,"Introduction:There is a growing body of evidence suggesting that self-regulation of eating behavior (SREB) is closely linked to dietary habits and mental health. However, little is known about these relationships within the Saudi Arabian population. This study aimed to address this gap."
Estimation of mediators in the associations between campus green spaces and students’ anxiety: a case study in Nanjing,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1396548/full,"Wanting Diao, Silei Li, Bing Zhao, Fan Zhang","Introduction:Although a number of scholars have examined the theoretical pathways between green space (GS) and mental health, few have focused on how campus greenness affects the mental health of Chinese youth."
Perceived feedback and school belonging: the mediating role of subjective well-being,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1450788/full,"Xinyu Li, Yi-Lung Kuo, Thomas J. Huggins","Introduction:This study examined the interplay between perceived feedback (PF), subjective wellbeing (SWB), and students’ sense of belonging to school (SBS). School belonging is a key factor for decisions regarding academic studies, and is usually impacted by PF. The current study explored whether SWB mediates the established relationship between PF and SBS."
“And I Can Remind Myself That I Am All Of This”: adolescents’ experiences of group-based acceptance and commitment therapy,10 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1458421/full,"Filippa Brovold, Nina Jakhelln Laugen, Torun Grøtte","Introduction:A growing body of literature supports the use of Acceptance-and commitment therapy (ACT) for a wide range of mental health problems in children and adolescents, but less is known about ACT when given to adolescents in a group format. Consequently, this study aimed to explore the subjective experiences of adolescents who had completed a group-based ACT for symptoms of anxiety and depression. Adolescents’ perceptions of the core therapeutic processes of ACT and the means used to enhance them, as well as the interplay between ACT processes and the group format, were of primary interest."
Unveiling the potential of fine arts education in enhancing resilience among Chinese gifted students,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1402725/full,"Zhe Dong, Ying Zhang",Abstract not available.
A study on color visual perception of museum exhibition space based on eye movement experiments,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1431161/full,"Linhui Hu, Jinxiao Li, Lidan Chen, Qian Shan, Yu Jin, Guangpei Ren",Abstract not available.
Integrating basic human values with forest ecosystem services: pathways to sustainable forest management,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1444775/full,"Darja Kobal Grum, Andrej Bončina","The article explores the intricate relationship between basic human values and forest ecosystem services (FES). The study highlights the critical role that forests play in providing essential services for biodiversity, forest products, climate stabilization and human well-being, and emphasizes the need to understand and integrate human values into forest management and planning. Through a novel approach, this study explores how the concept of “forest” can elicit considerations of fundamental human values that diverge from conventional classifications and measurements of forest values. The study uses a comprehensive methodology, including surveys and content analysis, to uncover the hierarchical structure of human values associated with forests. This approach enables the identification of fundamental values that remain constant despite situational variations. The main results reveal a hierarchical structure of values, with Apollonian values being more prevalent than Dionysian ones. The study shows significant differences in the importance attributed to different FES, reflecting underlying value differences between residents. The study makes a novel contribution by systematically examining the links between human values and FES and proposing a profound and sustainable approach to forest management that takes into account the psychological dimensions of human-forest interactions. The study suggests that recognizing and incorporating the intrinsic human values into forest ecosystem service frameworks can improve sustainable forest management practices and ultimately foster a deeper connection between people and the forest environment."
Family function and adolescent altruistic behavior: the chain mediating role of extraversion personality and perceived social support,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1431978/full,"Tao Gao, Hongbo Cui, Xiaoyan Bi, Zaihua Qing, Weiyu Chen, Keke Shi, Meidan Song, Yankun Ma","Introduction:This study aimed to explore the relationship between family function and altruistic behavior in adolescents, while also investigating the potential mediating roles of extraverted personality and perceived social support."
Friendship jealousy and interaction needs: how mutual friend features affect users of WeChat Moments,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1411034/full,"Yehan Zou, Xiqing Han, Xudan Yu, Yun Zhang, Qinghong Shuai,","Many social networking services (SNSs) have features that highlight the common friends of pairs of users. Previous research has examined recommendation systems that use mutual friend metrics, but few scholars have studied how the existence of features related to mutual friends affects users in SNSs. To explore this issue further, we conducted interviews with 22 users of WeChat Moments to investigate how certain rules involving mutual friends affect users and how they deal with the issues that arise due to these rules. We found that the three Moments rules related to mutual friends (response visibility, response notifications, and information dissemination) can cause users to feel jealous, annoyed, and embarrassed. To prevent these negative experiences, users may reduce the amount of information they disclose or the frequency of their interactions in SNSs. Based on these findings, we propose several future directions for scholars and a small number of design suggestions aimed at assisting providers to satisfy users’ interaction needs."
Prefer cheap or expensive products? Shopping stage matters,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1418082/full,"Wanshu Niu, Wuke Zhang, Mingliang Chen, Minghua Han","E-commerce platforms generally provide consumers with the function of virtual shopping carts to help them store interested products. Although about 80% of online consumers intends to purchase after adding products to their shopping cart, the abandonment rate of cart products has been up to 70%. It is important to understand how to improve consumer attitude toward product both before and after cart use. Building on the relevant literature and the consumer shopping goal stages theory, this study aims to examine the effects of product price, as one of the most indispensable and important information in online shopping, on consumer attitudes toward product at different decision-making stages in online shopping (i.e., add-to-cart stage and place-an-order stage), and the mediating roles of perceived product quality and monetary sacrifice. The findings from behavioral experiment suggest that high price leads to a more positive attitude toward product at add-to-cart stage by strengthened perception of high product quality, while results in a less positive product attitude at place-an-order stage because of the enhanced perception of monetary sacrifice. Both theoretical contributions and practical implications are discussed."
Exploring the role of identity in pro-environmental behavior: cultural and educational influences on younger generations,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1459165/full,"Steffen Wild, Lydia Schulze Heuling","It is of paramount importance to gain an understanding of pro-environmental behavior if we are to successfully tackle the climate crisis. The existing body of research provides evidence that identity influences pro-environmental behavior. However, such research is often over-generalised and researchers are challenged to conduct robust analyses with regard to specific local, cultural and educational factors. The present study aims to investigate whether personal or social identity has a distinct effect on three different dimensions of pro-environmental behavior, using the principles of self-categorisation theory. Additionally, the study seeks to determine whether one of these two factors, the individual or the social factor, is predominant over the other. The study group consisted of cooperative students in Germany, typically a group with high professional ambitions. The data was collected in a cross-sectional survey with a total of 568 cooperative students from academic disciplines in engineering and economics. The reliability of the scales is satisfactory (ω = 0.76–0.88), and the hypotheses are tested by estimating structural equation models. Our research demonstrates that while social identity exerts a stronger influence on activist behavior than personal identity, personal identity has a more pronounced effect on consumer behavior than social identity. Nevertheless, no general statement can be made regarding the relative strength of the effects of personal and social identity on pro-environmental behavior dimensions."
Parental conflict and adolescents’ socially adverse emotions: the mediating role of family functioning,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1387698/full,"Rong Kong, Ruihua Chen, Lingling Meng",Objective:To examine the process of how parental conflict and family functioning influence adolescents’ socially adverse emotions (shyness and loneliness).
Effects of short-form video app addiction on academic anxiety and academic engagement: The mediating role of mindfulness,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1428813/full,"Gongyu Li, Yaxuan Geng, Tingting Wu","Introduction:The impact of short-form video app addiction on academic performance, including academic anxiety and engagement, has not been adequately explored or addressed."
The supervisory relationship as a predictor of mental health outcomes in doctoral students in the United Kingdom,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1437819/full,"Alkistis P. Mavrogalou-Foti, Maria A. Kambouri, Soljana Çili,","Introduction:The process of a doctorate degree has been implicated in the onset and exacerbation of mental health problems among doctoral students. Previous studies have suggested that the student-supervisor relationship may predict emotional wellbeing and mental health outcomes in doctoral students in the UK. However, these studies were conducted before the COVID-19 pandemic and often used unstandardized measures to investigate supervisory styles."
Girls play basketball too? A study of the mechanisms of traditional social gender consciousness on female participation in contact leisure sports,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1454003/full,"Yushan He, Guibin Su, Lujuan Wang, Haonan Qian","Background:With the development of women’s sports, the mechanism of barriers to women’s leisure sports participation has attracted extensive attention from the academic community. Despite its significant impact, there are few empirical studies on intra-personal barriers. Consequently, a structural equation model was established to examine the relationships between traditional social gender awareness, gender bias, gender stereotypes, and barriers to participation in leisure sports."
A method and approach for evaluating coparenting events during couples group interventions,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1463773/full,"James P. McHale, Karina Irace, Philip Cowan, Carolyn Pape Cowan, Eric Odgaard","Introduction:When interventionists stimulate productive father-mother dialogues around coparenting, there are numerous potential benefits for families. Families stand to benefit from more positive involvement of fathers with both coparents and children, key contributors to healthy child developmental outcomes. In this report, we introduce a new strategy and rating system for helping practitioners and supervisors assess the nature and quality of coparenting-related dialogues and conversations in the context of couples group interventions."
Mixed methods research on reflective writing in teacher education,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1394641/full,"Michaela Gläser-Zikuda, Chengming Zhang, Florian Hofmann, Lea Plößl, Lisa Pösse, Michaela Artmann","In this paper, mixed methods research is presented and discussed in the context of research on reflective writing for the professional development of pre-service teachers. First, we present prominent theoretical frameworks to analyze reflective writings. Second, we review relevant methodological approaches of research on reflective writings in teacher education, such as qualitative, quantitative and mixed methods. Third, we present a study from our research lab combining qualitative content analysis and linguistic analyses as an example for a concurrent mixed method approach. The results of the qualitative content analysis indicated that 198 reflective writings of pre-service teachers were primarily descriptive and on a low level. Computational linguistic analyses revealed that affective and cognitive terminology utilization in reflective writing differed significantly across the different levels of reflection, with a higher frequency of such terms correlating with deeper levels of reflection. Thus, essential challenges and opportunities of implementing such a mixed method study to analyze reflective writings are illustrated and discussed. Finally, we conclude the paper by discussing on how mixed methods approaches might be further advanced in the field of reflective writing research in teacher education."
"Testing, revision and application of the social anxiety scale for Chinese social media users",09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1378093/full,"Yaning Wang, Huan Zhang, Sarenna Bao","This study aims to modify the Social Anxiety Scale for Social Media Users (SAS-SMU) to make it more suitable for assessing social anxiety among Chinese social media users, taking into account the unique cultural nuances and social media usage patterns in China. Consequently, a systematic approach was adopted, involving three distinct studies. Study 1 involved translating the English scale into Chinese, conducting interviews with Chinese social media users, and subsequently revising the scale items based on the interview data to ensure cultural appropriateness. Study 2 employed an online survey to collect data and examine the reliability and construct validity of the revised scale, including a two-phase approach: an exploratory factor analysis (EFA) was conducted with 500 participants to identify the underlying factor structure, and a subsequent confirmatory factor analysis (CFA) with 408 participants was used to cross-validate the results. Thus far, this study has developed a social anxiety scale for Chinese mobile social media users (SAS-CMSMU) consisted of 11 items on three factors: Interaction Anxiety, Privacy Concern Anxiety, and Shared Content Anxiety. Study 3 (N= 1,006) applied the SAS-CMSMU to assess social anxiety among Wechat users. The results indicated that participants showed a high level of overall social anxiety (M = 3.646 > 3). Specifically, Privacy Anxiety was the most pronounced, followed by Shared Content Anxiety and Interaction Anxiety. Moreover, significant statistical differences in social anxiety levels were found among WeChat users across gender, age, education, income, and relationship status."
"Expectations concerning cancer treatment: perspectives of medical oncologists and patients on advanced, unresectable lung carcinoma",09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1392567/full,"Patricia Cruz-Castellanos, Paula Jiménez-Fonseca, Rocío Galán-Moral, Nuria Piera-Molons, Marina Gustems, Caterina Calderon",Introduction:This study seeks to compare expectations regarding systemic cancer treatment for advanced lung cancer from the perspectives of both patient and medical oncologist.
Dissecting implicit food-related behaviors in Binge Eating Disorder and obesity: insights from a mobile approach-avoidance framework,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1435624/full,"Enrico Collantoni, Valentina Meregalli, Umberto Granziol, Angelo Di Vincenzo, Marco Rossato, Serena Giovannini, Elisa Capobianco, Hilmar Zech, Roberto Vettor, Angela Favaro,",Introduction:Bulimic episodes experienced by patients with Binge Eating Disorder (BED) might be sustained by an enhanced behavioral propensity to approach food stimuli.
The effect of exercise motivation on college students’ self-efficacy: the mediating roles of leisure satisfaction and mental toughness,09 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1465138/full,"Chengfeng Yu, Zhaohong Zeng, Aochuan Xue, Qianjin Wu",Background:The theory of motivation suggests that individual motivation is moderately stimulated to drive individuals to engage in the behaviors for which they are motivated. It is therefore that the moderate stimulation of exercise motivation will likely lead to the enhancement of college students’ participation in exercise.
Impact of Children's Purported Past-Life Memories: A Follow-up Investigation of American Cases,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1473340/full,"Marieta Pehlivanova, Philip J. Cozzolino, Jim B. Tucker",Abstract not available.
Quantitative physics–physiology relationship modeling of human emotional response to Shu music,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1351058/full,"Jun Su, Peng Zhou, ","Music perception is one of the most complex human neurophysiological phenomena invoked by sensory stimuli, which infers an internal representation of the structured events present in a piece of music and then forms long-term echoic memory for the music. An intrinsic relationship between the basic acoustic property (physics) of music and human emotional response (physiology) to the music is suggested, which can be statistically modeled and explained by using a novel notion termed as quantitative physics–physiology relationship (QPPR). Here, we systematically analyzed the complex response profile of people to traditional/ancient music in the Shu area, a geographical concept located in the Southwest China and one of three major origins of the Chinese nation. Chill was utilized as an indicator to characterize the response strength of 18 subjects to an in-house compiled repertoire of 86 music samples, consequently creating a systematic subject-to-sample response (SSTSR) profile consisting of 1,548 (18 × 86) paired chill elements. The multivariate statistical correlation of measured chill values with acoustic features and personal attributes was modeled by using random forest (RF) regression in a supervised manner, which was compared with linear partial least square (PLS) and non-linear support vector machine (SVM). The RF model exhibits possessed strong fitting ability (rF2= 0.857), good generalization capability (rP2= 0.712), and out-of-bag (OOB) predictability (rO2= 0.731) as compared to SVM and, particularly, PLS, suggesting that the RF-based QPPR approach is able to explain and predict the emotional change upon musical arousal. It is imparted that there is an underlying relationship between the acoustic physical property of music and the physiological reaction of the audience listening to the music, in which therhythmcontributes significantly to emotional response relative totimbreandpitch. In addition, individual differences, characterized by personal attributes, is also responsible for the response, in whichgenderandageare most important."
ChatGPT's quality: Reliability and validity of concept inventory items,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1426209/full,"Stefan Küchemann, Martina Rau, Albrecht Schmidt, Jochen Kuhn","Introduction:The recent advances of large language models (LLMs) have opened a wide range of opportunities, but at the same time, they pose numerous challenges and questions that research needs to answer. One of the main challenges are the quality and correctness of the output of LLMs as well as the overreliance of students on the output without critically reflecting on it. This poses the question of the quality of the output of LLMs in educational tasks and what students and teachers need to consider when using LLMs for creating educational items. In this work, we focus on the quality and characteristics of conceptual items developed using ChatGPT without user-generated improvements."
Gender differences in autonomic and psychological stress responses among educators: a heart rate variability and psychological assessment study,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1422709/full,"Andrea Calderón-García, Estela Álvarez-Gallardo, Pedro Belinchón-deMiguel, Vicente Javier Clemente-Suárez,",Introduction:This study explores the gender differences in psychological stress perception and autonomic modulation among teachers.
"STRYV365 peak team and Brain agents: teacher perspectives on school impact of a trauma-informed, social–emotional learning approach for students facing adverse childhood experiences",08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1388499/full,"Abbey Stoltenburg, Madison McGuire, Elizabeth Liverman, Paula Lumelsky, Garrett Bates, Constance Gundacker, Brandon Currie, John R. Meurer","Introduction:Adverse childhood experiences (ACEs) have a profound impact on children’s and adolescents’ academic performance and overall wellbeing. In contrast, positive childhood experiences help mitigate the negative effects of ACEs on health and wellbeing. Trauma-informed and social–emotional learning (SEL) programs in schools may address these impacts, with school staff playing a pivotal role in ensuring their success and influencing school outcomes. This study aimed to assess the strengths, weaknesses, and areas for improvement in the STRYV365peak teamandBrain Agentsprograms. The aim was to refine program implementation and determine the preliminary effects on students, teachers, and the broader school environment."
The effect of augmented reality storybooks on the story comprehension and retelling of preschool children,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1459264/full,Emine Ela Şimşek,"This study aimed to compare the retelling and story comprehension performance of two groups of preschool children—an experimental and a control group—who experienced printed and augmented reality storybooks. The participant group consisted of 90 participants, with 45 in the experimental group (22 girls, 23 boys) and 45 in the control group (21 girls, 24 boys). The average age of the children was 54.2 months. In the study, the researcher evaluated children’s story-retelling performance using the rubric and used a Story Comprehension Test to measure their story comprehension performance. The researchers utilized the ROAR application to incorporate augmented reality content into the books. In the pre-test phase, the teachers read the designated texts to the children in the experimental and control groups. After the eight-week break, the control group experienced the same texts with printed books, while the experimental group experienced them with augmented reality support. Each child participated individually in the reading process with the teacher. In the study, teachers asked the children to retell the story and asked the questions from the Story Comprehension Test at the end of each book reading section for pre-test and post-test measurements. The pre-test results revealed no significant difference in the two groups’ story-retelling and Story Comprehension Test scores. The post-test results indicated a significant difference in the story-retelling performance and Story Comprehension Test scores between the experimental and control groups, favoring the experimental group. Based on these findings, the augmented reality content can potentially enhance children’s retelling and story comprehension performances."
A study on music therapy aimed at psychological trauma recovery for bereaved families driven by artificial intelligence,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1436324/full,"Zixi Wang, Xin Guan, Enhui Li, Bo Dong, ","Introduction:This study explores the effectiveness of music therapy in repairing psychological trauma in bereaved families, aiming to provide a comprehensive understanding of its potential therapeutic impact. It begins with an analysis of the current situation faced by bereaved families, identifying the psychological challenges they experience."
Predicting subjective ratings of affect and comprehensibility with text features: a reader response study of narrative poetry,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1431764/full,"Mesian Tilmatine, Jana Lüdtke, Arthur M. Jacobs,","Literary reading is an interactive process between a reader and a text that depends on a balance between cognitive effort and emotional rewards. By studying both the crucial features of the text and of the subjective reader reception, a better understanding of this interactive process can be reached. In the present study, subjects (N=31) read and rated a work of narrative fiction that was written in a poetic style, thereby offering the readers two pathways to cognitive rewards: Aesthetic appreciation and narrative immersion. Using purely text-based quantitative descriptors, we were able to independently and accurately predict the subjective ratings in the dimensions comprehensibility, valence, arousal, and liking across roughly 140 pages of naturalistic text. The specific text features that were most important in predicting each rating dimension are discussed in detail. In addition, the implications of the findings are discussed more generally in the context of existing models of literary processing and future research avenues for empirical literary studies."
Impact of psychological resilience and social support on psycho-social adjustment in postoperative patients with primary hepatocellular carcinoma: mediating effects of fear of progression,08 Oct 2024,Original Research,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2024.1461199/full,"Min Li, Binyang Yu, Haiyan He, Ning Li, Rui Gao","Background:Postoperative patients with primary hepatocellular carcinoma (HCC) confront not only physiological challenges but also psychological and social adaptation issues. It is imperative to enhance psycho-social adjustment (PSA) levels and further improve the quality of life among this population. However, research on PSA levels in postoperative HCC patients is lacking, and investigations into its associations with psychological resilience, social support, and fear of progression (FoP) remain unexplored currently."
